site,component_type,html_tag,text_content,font_size,foreground_color,background_color,bounding_box
NYTimes,link,a,Help,11px,"rgb(102, 102, 102)","rgb(255, 255, 255)","{""x"": 1096.09375, ""y"": 15235.078125, ""width"": 21.34375, ""height"": 33}"
NYTimes,link,a,Subscriptions,11px,"rgb(102, 102, 102)","rgb(255, 255, 255)","{""x"": 1137.4375, ""y"": 15235.078125, ""width"": 63.21875, ""height"": 33}"
NYTimes,link,a,Manage Privacy Preferences,11px,"rgb(102, 102, 102)","rgb(255, 255, 255)","{""x"": 573.65625, ""y"": 15282.078125, ""width"": 132.6875, ""height"": 33}"
TheGuardian,button,a,Print subscriptions,17px,"rgb(255, 255, 255)","rgb(4, 31, 74)","{""x"": 835.1875, ""y"": 295, ""width"": 154.453125, ""height"": 64}"
TheGuardian,button,a,Search jobs,17px,"rgb(255, 255, 255)","rgb(4, 31, 74)","{""x"": 1002.640625, ""y"": 295, ""width"": 96.25, ""height"": 64}"
TheGuardian,button,a,Sign in,17px,"rgb(255, 255, 255)","rgb(4, 31, 74)","{""x"": 1111.890625, ""y"": 295, ""width"": 78.109375, ""height"": 64}"
TheGuardian,link,a,Where did it all go wrong for Timotheé Chalamet?,16px,"rgb(0, 0, 238)","rgb(251, 246, 239)","{""x"": 250, ""y"": 367, ""width"": 300, ""height"": 124.640625}"
TheGuardian,link,a,Europe’s reaction to Trump’s war on Iran is a disaster,16px,"rgb(0, 0, 238)","rgb(254, 249, 245)","{""x"": 570, ""y"": 367, ""width"": 300, ""height"": 124.640625}"
TheGuardian,link,a,Norway rails against ‘enshittification’,16px,"rgb(0, 0, 238)","rgb(255, 244, 242)","{""x"": 890, ""y"": 367, ""width"": 300, ""height"": 124.640625}"
TheGuardian,link,a,"Jessie Buckley, Chase Infiniti, Gwyneth Paltrow and more",16px,"rgb(0, 0, 238)","rgb(254, 241, 248)","{""x"": 1210, ""y"": 367, ""width"": 300, ""height"": 124.640625}"
TheGuardian,link,a,How the 6.30pm rule helped me stop worrying,16px,"rgb(0, 0, 238)","rgb(254, 241, 248)","{""x"": 1530, ""y"": 367, ""width"": 300, ""height"": 124.640625}"
TheGuardian,link,a,Sean Penn joins band of Oscar-winning refuseniks,16px,"rgb(0, 0, 238)","rgb(251, 246, 239)","{""x"": 1850, ""y"": 367, ""width"": 300, ""height"": 124.640625}"
TheGuardian,button,button,Move highlight stories forwards,17px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 1154, ""y"": 411.3125, ""width"": 36, ""height"": 36}"
TheGuardian,navigation,nav,Eur The Guardian - Back to home The Guardian News Opinion Sport Culture Lifestyle Show more World UK Climate crisis Ukraine Environment Science Global development Football Tech Business Obituaries,16px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 0, ""y"": 499.640625, ""width"": 1280, ""height"": 171}"
TheGuardian,button,button,Eur,17px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 1154.625, ""y"": 507.640625, ""width"": 35.375, ""height"": 28.09375}"
TheGuardian,link,a,The Guardian - Back to home The Guardian,16px,"rgb(0, 0, 238)","rgb(5, 41, 98)","{""x"": 866, ""y"": 507.640625, ""width"": 324, ""height"": 111}"
TheGuardian,form,input,,13.3333px,"rgb(0, 0, 0)","rgb(5, 41, 98)","{""x"": -1, ""y"": 498.640625, ""width"": 1, ""height"": 1}"
TheGuardian,link,a,News,24px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 90, ""y"": 574.640625, ""width"": 125, ""height"": 52}"
TheGuardian,button,a,Opinion,24px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 215, ""y"": 574.640625, ""width"": 125, ""height"": 52}"
TheGuardian,button,a,Sport,24px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 340, ""y"": 574.640625, ""width"": 125, ""height"": 52}"
TheGuardian,button,a,Culture,24px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 465, ""y"": 574.640625, ""width"": 125, ""height"": 52}"
TheGuardian,button,a,Lifestyle,24px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 590, ""y"": 574.640625, ""width"": 125, ""height"": 52}"
TheGuardian,link,a,World,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 90, ""y"": 640.640625, ""width"": 41.625, ""height"": 17}"
TheGuardian,link,a,Climate crisis,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 170.015625, ""y"": 640.640625, ""width"": 86.359375, ""height"": 17}"
TheGuardian,link,a,Ukraine,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 264.375, ""y"": 640.640625, ""width"": 51.6875, ""height"": 17}"
TheGuardian,link,a,Environment,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 324.0625, ""y"": 640.640625, ""width"": 84.53125, ""height"": 17}"
TheGuardian,link,a,Science,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 416.59375, ""y"": 640.640625, ""width"": 50.859375, ""height"": 17}"
TheGuardian,link,a,Global development,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 475.453125, ""y"": 640.640625, ""width"": 131.40625, ""height"": 17}"
TheGuardian,link,a,Football,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 614.859375, ""y"": 640.640625, ""width"": 56.03125, ""height"": 17}"
TheGuardian,link,a,Tech,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 678.890625, ""y"": 640.640625, ""width"": 32.984375, ""height"": 17}"
TheGuardian,link,a,Business,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 719.875, ""y"": 640.640625, ""width"": 57.84375, ""height"": 17}"
TheGuardian,link,a,Obituaries,14px,"rgb(255, 255, 255)","rgb(5, 41, 98)","{""x"": 785.71875, ""y"": 640.640625, ""width"": 67.96875, ""height"": 17}"
TheGuardian,link,a,European countries resist Trump’s demand for help to clear the strait of Hormuz,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 686.640625, ""width"": 940, ""height"": 620.75}"
TheGuardian,link,a,"Tankers sail in the Gulf, near the strait of Hormuz Smoke plume rises from a fire near Dubai international airport Israeli army soldiers gather on the border with Lebanon Damage after overnight Israeli airstrikes in the southern suburbs of Beirut A man carries a dog as emergency personnel work at the site of a strike in Tehran Security forces inspect a house in east Jerusalem where an Iranian missile crashed on to the roof Security forces and locals gather at the site of a fallen missile in a rural village in Iraq Smoke rises following Israeli bombardment on the village of Khiam in southern Lebanon The aftermath of a strike on a residential building in Tehran A satellite image shows smoke rising from UAE's Fujairah port",16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 570, ""y"": 686.640625, ""width"": 620, ""height"": 496}"
TheGuardian,button,button,Previous image,17px,"rgba(18, 18, 18, 0.32)","rgb(255, 255, 255)","{""x"": 1114, ""y"": 1190.640625, ""width"": 36, ""height"": 36}"
TheGuardian,button,button,Next image,17px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 1154, ""y"": 1190.640625, ""width"": 36, ""height"": 36}"
TheGuardian,footer,footer,6m ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 1198.046875, ""width"": 41.03125, ""height"": 15.59375}"
TheGuardian,link,a,Trump complains about allies and claims US destroyed more than 30 mine-laying ships in strait of Hormuz,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 1339.390625, ""width"": 460, ""height"": 232.375}"
TheGuardian,footer,footer,8m ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 1499.796875, ""width"": 41.078125, ""height"": 15.59375}"
TheGuardian,link,a,Oil prices rise after Trump claims US ‘totally demolished’ Iran’s Kharg Island export hub,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 1339.390625, ""width"": 460, ""height"": 232.375}"
TheGuardian,footer,footer,7h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 1499.796875, ""width"": 36.421875, ""height"": 15.59375}"
TheGuardian,link,a,Belgian PM condemned over call to repair relations with Russia to ease energy costs,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 1627.765625, ""width"": 940, ""height"": 496}"
TheGuardian,footer,footer,1h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 2108.171875, ""width"": 35.15625, ""height"": 15.59375}"
TheGuardian,link,a,French political parties look for alliances ahead of final round of local elections,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 2155.765625, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,5m ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 2316.171875, ""width"": 39.96875, ""height"": 15.59375}"
TheGuardian,link,a,BBC asks US court to throw out Trump’s $10bn lawsuit and avoid ‘chilling effect’,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 2155.765625, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,25m ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 2316.171875, ""width"": 46.578125, ""height"": 15.59375}"
TheGuardian,link,a,One Battle After Another sweeps the Oscars as Michael B Jordan and Jessie Buckley win big,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 2363.765625, ""width"": 940, ""height"": 474.5625}"
TheGuardian,link,a,"One Battle After Another team wins best picture Kate Hudson, Emma Stone and others pose for a selfie Jessie Buckley, best actress for Hamnet and Michael B Jordan, best actor for Sinners Comedian Conan O'Brien performs onstage Paul Thomas Anderson wins best director for One Battle After Another Timothée Chalamet and Kylie Jenner Christone Ingram, Shaboozey, Miles Caton, Misty Copeland, Brittany Howard and Raphael Saadiq perform Chris Evans and Robert Downey Jr with Ryan Coogler after his best original screenplay win Melissa McCarthy, Rose Byrne, Kristen Wiig, Maya Rudolph and Ellie Kemper arrive onstage Anna Wintour, left, and Anne Hathaway present the award for best makeup and hairstyling",16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 2363.765625, ""width"": 460, ""height"": 368}"
TheGuardian,button,button,Previous image,17px,"rgba(18, 18, 18, 0.32)","rgb(255, 255, 255)","{""x"": 1114, ""y"": 2739.765625, ""width"": 36, ""height"": 36}"
TheGuardian,button,button,Next image,17px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 1154, ""y"": 2739.765625, ""width"": 36, ""height"": 36}"
TheGuardian,link,a,Google scraps AI search feature that crowdsourced amateur medical advice,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 2870.328125, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,11h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 3030.734375, ""width"": 40.296875, ""height"": 15.59375}"
TheGuardian,link,a,"Margareta Magnusson, Swedish ‘death cleaning’ author, dies age 92",16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 2870.328125, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,8h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 3030.734375, ""width"": 37.640625, ""height"": 15.59375}"
TheGuardian,link,a,Nicolas Sarkozy back in court for fresh trial over alleged Libya funding,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 3078.328125, ""width"": 940, ""height"": 368}"
TheGuardian,footer,footer,7h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 3430.734375, ""width"": 36.421875, ""height"": 15.59375}"
TheGuardian,link,a,European takeover battle hots up with UniCredit’s ‘unfriendly attack’ on Commerzbank,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 3478.328125, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,3h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 3638.734375, ""width"": 36.546875, ""height"": 15.59375}"
TheGuardian,link,a,"US judge dismisses German tourist's $100,000 suit over spiciness of New York taqueria’s sauce",16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 3478.328125, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,3h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 3638.734375, ""width"": 36.546875, ""height"": 15.59375}"
TheGuardian,link,a,Could Trump blow up Nato over Iran war?,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 3694.328125, ""width"": 940, ""height"": 377.59375}"
TheGuardian,footer,footer,Podcast 10:11,12px,"rgb(18, 18, 18)","rgb(246, 246, 246)","{""x"": 258, ""y"": 4039.921875, ""width"": 117.40625, ""height"": 24}"
TheGuardian,link,a,‘Another internet is possible’: Norway rails against ‘enshittification’,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 4103.921875, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,8h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 4264.328125, ""width"": 37.640625, ""height"": 15.59375}"
TheGuardian,link,a,‘Attention will swing back’: Epstein outrage unlikely to subside despite Trump’s Iran war,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 4103.921875, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,7h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 4264.328125, ""width"": 36.421875, ""height"": 15.59375}"
TheGuardian,link,a,Omission impossible: why the Oscars can never get their In Memoriam tribute right,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 4633.921875, ""width"": 220, ""height"": 342.59375}"
TheGuardian,footer,footer,27m ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 4774.921875, ""width"": 46.40625, ""height"": 15.59375}"
TheGuardian,link,a,"Selfies, sniffer dogs and superstition – Peter Bradshaw’s big night out at the Oscars!",16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 490, ""y"": 4633.921875, ""width"": 220, ""height"": 342.59375}"
TheGuardian,footer,footer,1h ago … comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 4774.921875, ""width"": 69.046875, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 529.15625, ""y"": 4779.71875, ""width"": 29.890625, ""height"": 10}"
TheGuardian,link,a,One no-show after another: Sean Penn joins an exclusive band of Oscar-winning refuseniks,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 4633.921875, ""width"": 220, ""height"": 342.59375}"
TheGuardian,footer,footer,2h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 730, ""y"": 4774.921875, ""width"": 36.546875, ""height"": 15.59375}"
TheGuardian,link,a,Best looks from the red carpet at the 98th Academy Awards,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 970, ""y"": 4633.921875, ""width"": 220, ""height"": 342.59375}"
TheGuardian,footer,footer,Gallery 60,12px,"rgb(18, 18, 18)","rgb(246, 246, 246)","{""x"": 978, ""y"": 4944.515625, ""width"": 104.46875, ""height"": 24}"
TheGuardian,card,section,Features The one change that worked I couldn’t stop worrying – until I learned about the 6.30pm rule 7h ago … comments Games A petri dish of human brain cells is currently playing Doom. Should we be worried? 4h ago,16px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 0, ""y"": 5016.515625, ""width"": 1280, ""height"": 615}"
TheGuardian,link,a,I couldn’t stop worrying – until I learned about the 6.30pm rule,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 5032.515625, ""width"": 460, ""height"": 575}"
TheGuardian,footer,footer,7h ago … comments,12px,"rgb(18, 18, 18)","rgb(237, 237, 237)","{""x"": 258, ""y"": 5583.921875, ""width"": 70.3125, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(237, 237, 237)","{""x"": 298.421875, ""y"": 5588.71875, ""width"": 29.890625, ""height"": 10}"
TheGuardian,link,a,A petri dish of human brain cells is currently playing Doom. Should we be worried?,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 5032.515625, ""width"": 460, ""height"": 575}"
TheGuardian,footer,footer,4h ago,12px,"rgb(18, 18, 18)","rgb(237, 237, 237)","{""x"": 738, ""y"": 5583.921875, ""width"": 37.5625, ""height"": 15.59375}"
TheGuardian,card,section,"More features Pass notes Office hookworms: how to deal with colleagues who steal all the credit 2h ago Music ‘We did Disneyland on mind-altering substances’: Primus frontman Les Claypool on being rock’s great joker – and why Metallica rejected him 4h ago The pet I'll never forget Penny, the pigeon who never left my side 8h ago Books Better than Wuthering Heights? The Brontës' novels – ranked! 6h ago … comments Paris Empreintes review – Jess and Morgs go off-piste at Paris Opera and Marcos Morau sets the chandelier swinging 5h ago Netflix review The Plastic Detox – a film so terrifying you will want to change your life immediately 10h ago",16px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 0, ""y"": 5631.515625, ""width"": 1280, ""height"": 677.1875}"
TheGuardian,link,a,Office hookworms: how to deal with colleagues who steal all the credit,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 5647.515625, ""width"": 460, ""height"": 202.59375}"
TheGuardian,footer,footer,2h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 5807.921875, ""width"": 36.546875, ""height"": 15.59375}"
TheGuardian,link,a,‘We did Disneyland on mind-altering substances’: Primus frontman Les Claypool on being rock’s great joker – and why Metallica rejected him,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 5647.515625, ""width"": 460, ""height"": 202.59375}"
TheGuardian,footer,footer,4h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 5834.515625, ""width"": 37.5625, ""height"": 15.59375}"
TheGuardian,link,a,"Penny, the pigeon who never left my side",16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 5882.109375, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,8h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 6042.515625, ""width"": 37.640625, ""height"": 15.59375}"
TheGuardian,link,a,Better than Wuthering Heights? The Brontës' novels – ranked!,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 5882.109375, ""width"": 460, ""height"": 176}"
TheGuardian,footer,footer,6h ago … comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 6042.515625, ""width"": 71.46875, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 1011.578125, ""y"": 6047.3125, ""width"": 29.890625, ""height"": 10}"
TheGuardian,link,a,Empreintes review – Jess and Morgs go off-piste at Paris Opera and Marcos Morau sets the chandelier swinging,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 6090.109375, ""width"": 460, ""height"": 178.59375}"
TheGuardian,footer,footer,5h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 6253.109375, ""width"": 36.53125, ""height"": 15.59375}"
TheGuardian,link,a,The Plastic Detox – a film so terrifying you will want to change your life immediately,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 6090.109375, ""width"": 460, ""height"": 178.59375}"
TheGuardian,footer,footer,10h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 6250.515625, ""width"": 43.328125, ""height"": 15.59375}"
TheGuardian,link,a,Marty not so supreme: where did it all go wrong for Timothée Chalamet at this year’s Oscars?,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 6622.703125, ""width"": 940, ""height"": 368}"
TheGuardian,footer,footer,8h ago … comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 6975.109375, ""width"": 71.53125, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 291.640625, ""y"": 6979.90625, ""width"": 29.890625, ""height"": 10}"
TheGuardian,link,a,Europe’s reaction to Trump’s war on Iran is a disaster – for Europe itself,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7022.703125, ""width"": 940, ""height"": 164}"
TheGuardian,footer,footer,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7172.703125, ""width"": 25.890625, ""height"": 14}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7176.703125, ""width"": 25.890625, ""height"": 10}"
TheGuardian,link,a,How should a woman dress in her 50s? Gwyneth Paltrow just changed the game,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7226.703125, ""width"": 220, ""height"": 261.59375}"
TheGuardian,footer,footer,2h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7472.703125, ""width"": 36.546875, ""height"": 15.59375}"
TheGuardian,link,a,Iran’s Hormuz blockade is its most powerful card against Trump and Israel. It won’t back down easily,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 490, ""y"": 7226.703125, ""width"": 220, ""height"": 261.59375}"
TheGuardian,footer,footer,2h ago … comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 7472.703125, ""width"": 70.4375, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 530.546875, ""y"": 7477.5, ""width"": 29.890625, ""height"": 10}"
TheGuardian,link,a,I work with human trafficking survivors. Rich men like Bill Gates can do more to make amends for their Epstein ties,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 7226.703125, ""width"": 220, ""height"": 261.59375}"
TheGuardian,footer,footer,8h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 730, ""y"": 7472.703125, ""width"": 37.640625, ""height"": 15.59375}"
TheGuardian,link,a,Paul Thomas Anderson endured one snub after another. Now the Oscars have finally seen sense,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 970, ""y"": 7226.703125, ""width"": 220, ""height"": 261.59375}"
TheGuardian,footer,footer,11h ago … comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 7472.703125, ""width"": 74.1875, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 1014.296875, ""y"": 7477.5, ""width"": 29.890625, ""height"": 10}"
TheGuardian,link,a,Post-16 qualifications: the case for V-levels replacing BTecs is unproven,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7528.296875, ""width"": 460, ""height"": 86}"
TheGuardian,footer,footer,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7600.296875, ""width"": 25.890625, ""height"": 14}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7604.296875, ""width"": 25.890625, ""height"": 10}"
TheGuardian,link,a,Weight-loss jabs and addiction: there is too much moralising about these remarkable medicines,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 7528.296875, ""width"": 460, ""height"": 86}"
TheGuardian,link,a,Trump’s Iran war strategy,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 7654.296875, ""width"": 940, ""height"": 560}"
TheGuardian,footer,footer,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 8200.296875, ""width"": 25.890625, ""height"": 14}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 8204.296875, ""width"": 25.890625, ""height"": 10}"
TheGuardian,link,a,Fàbregas outwits Gasperini to take Como a step closer to Champions League,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 8568.296875, ""width"": 940, ""height"": 496}"
TheGuardian,footer,footer,4h ago … comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 8992.328125, ""width"": 71.453125, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 291.5625, ""y"": 8997.125, ""width"": 29.890625, ""height"": 10}"
TheGuardian,link,a,Leverkusen hark back to Alonso era as adrenaline rush pushes Bayern to brink,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 9096.296875, ""width"": 940, ""height"": 368}"
TheGuardian,footer,footer,5h ago … comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 250, ""y"": 9392.328125, ""width"": 70.421875, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 290.53125, ""y"": 9397.125, ""width"": 29.890625, ""height"": 10}"
TheGuardian,link,a,"Wolff says Verstappen’s car is cause of driver’s misery, not new regulations",16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 9496.296875, ""width"": 460, ""height"": 232.375}"
TheGuardian,footer,footer,6h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 490, ""y"": 9656.703125, ""width"": 37.578125, ""height"": 15.59375}"
TheGuardian,link,a,Chelsea fined £10.75m and given suspended transfer ban over historical rule-breaking,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 730, ""y"": 9496.296875, ""width"": 460, ""height"": 232.375}"
TheGuardian,footer,footer,5h ago,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 970, ""y"": 9656.703125, ""width"": 36.53125, ""height"": 15.59375}"
TheGuardian,link,a,Football has not been ‘unfair’ to Manchester City. They just lack consistency,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 9760.671875, ""width"": 940, ""height"": 452.15625}"
TheGuardian,footer,footer,Newsletter,12px,"rgb(18, 18, 18)","rgb(246, 246, 246)","{""x"": 258, ""y"": 10093.265625, ""width"": 77.296875, ""height"": 24}"
TheGuardian,link,a,Six Nations 2026: our writers pick their tournament highlights,16px,"rgb(0, 0, 238)","rgb(255, 255, 255)","{""x"": 250, ""y"": 10252.828125, ""width"": 460, ""height"": 107}"
TheGuardian,footer,footer,4h ago … comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 382.5, ""y"": 10335.234375, ""width"": 71.453125, ""height"": 15.59375}"
TheGuardian,link,a,… comments,12px,"rgb(18, 18, 18)","rgb(255, 255, 255)","{""x"": 424.0625, ""y"": 10340.03125, ""width"": 29.890625, ""height"": 10}"
